,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb,LREE,HREE,LREE_HREE_ratio,Eu_anomaly,Nd_Yb_ratio,Th_U_ratio,Gd_Yb_ratio,sum_REE,mean_REE,std_REE,max_REE,min_REE,range_REE
5623,60.0,64.0,122.0,0.3,15.0,24.0,52.0,19.0,5.9,226.0,27.0,478.0,302.0,85.2,591.0,0.14416243630429368,0.031889640026996575,0.06291390707644402,0.4728033462912064,0.04966887400771896,1395.2,107.32307692307693,138.18514421905212,478.0,0.3,477.7
5116,22.8,50.9,74.1,1.66,16.8,17.1,28.4,2.8,4.47,23.0,34.525000000000006,33.5,163.0,31.73,368.025,0.086216968721644,0.19155773035323007,0.01717791400504347,0.686567143684563,0.10306748403026084,473.05500000000006,36.38884615384616,41.33497914105819,163.0,1.66,161.34
2086,1.12,100.0,114.0,0.46,15.3,30.7,24.1,0.15,1.48,9.91,19.9,1237.0,160.0,3.21,448.7,0.007154000429788277,0.09666766958878925,0.000937499994140625,0.008011317697646469,0.09562499940234376,1714.1200000000001,131.85538461538462,322.8484206276611,1237.0,0.15,1236.85
2939,8.98,126.0,217.0,0.2,24.1,47.0,82.5,1.11,3.41,180.0,46.4,484.0,414.0,13.7,932.9,0.014685389629450755,0.022061969621103555,0.0026811594138136247,0.37190082567789085,0.05821256024586338,1634.7,125.74615384615385,153.748626737505,484.0,0.2,483.8
3591,7.3,126.0,259.0,0.19,19.6,56.9,130.0,0.61,1.99,249.0,60.2,1194.0,607.0,10.09,1239.1000000000001,0.00814300701465337,0.03042278872994063,0.0010049423377183817,0.20854271339318028,0.0322899505234103,2711.79,208.59923076923076,327.88003907295916,1194.0,0.19,1193.81
563,41.44,66.97,136.09,0.53,14.42,27.16,68.75,1.16,2.04,451.35,31.43,799.1,314.8,45.169999999999995,645.1999999999999,0.07000929933352558,0.09771880521448055,0.003684879276731641,0.5648229250846917,0.04580686135385368,1955.24,150.40307692307692,228.48852865952392,799.1,0.53,798.57
3696,23.3,65.1,162.0,0.51,14.1,27.2,89.0,0.71,1.54,408.0,39.2,1038.0,403.0,26.060000000000002,785.5,0.03317632077253174,0.1094460896203415,0.001761786596124599,0.3930635834363549,0.03498759296529133,2271.66,174.7430769230769,284.30542456429913,1038.0,0.51,1037.49
449,26.92,57.9,126.0,0.65,12.0,25.0,72.9,0.98,1.96,341.0,30.2,474.0,313.0,30.51,625.0,0.0488159999218944,0.1340277382126483,0.003130990405332299,0.7194092811826809,0.03833865802447713,1482.51,114.03923076923077,151.1024794614843,474.0,0.65,473.35
4079,7.4,31.0,46.0,0.23,11.3,10.6,15.4,1.79,2.49,69.0,9.2,80.0,76.0,11.910000000000002,188.2,0.0632837403651236,0.04335996600248462,0.023552631269044326,0.8624999892187502,0.14868420856994463,360.40999999999997,27.72384615384615,28.619675464069104,80.0,0.23,79.77
2775,19.26,94.2,134.5,0.58,25.1,33.9,45.1,1.33,3.48,417.0,29.0,502.0,244.8,24.650000000000002,581.5,0.04239036966054967,0.06205853346716236,0.005433006513754058,0.8306772891819177,0.10253267931971945,1550.25,119.25,160.037498202044,502.0,0.58,501.42
2221,1.6,91.1,96.4,0.51,16.2,26.4,19.3,0.32,1.49,14.9,17.1,1114.0,144.0,3.92,394.3,0.009941668754903198,0.10380529945478936,0.0022222222067901235,0.013375224404510569,0.11249999921875001,1543.32,118.71692307692307,290.6170386339705,1114.0,0.32,1113.68
2835,0.53,8.6,31.8,0.18,0.76,4.84,25.5,1.56,0.27,1.0,10.4,125.0,122.0,2.54,203.14000000000001,0.012503691973497627,0.39735873889764467,0.012786885141091105,0.007999999936,0.00622950814565977,332.44,25.572307692307692,42.85860027755783,125.0,0.18,124.82
6229,27.9,23.8,46.8,0.48,5.73,9.58,27.4,0.87,1.05,163.0,11.6,233.0,131.0,30.3,250.18,0.12111279830077225,0.19569027374564765,0.006641221323349456,0.699570812448194,0.043740457681370554,682.21,52.47769230769231,71.6644438341579,233.0,0.48,232.52
1394,32.7,49.7,74.7,0.92,16.6,16.2,28.4,1.66,3.69,108.0,15.6,89.0,170.0,38.97,354.6,0.10989847684743802,0.11754944871375207,0.009764705824913495,1.2134831324327737,0.09764705824913496,607.1700000000001,46.705384615384624,48.71542144321993,170.0,0.92,169.08
700,179.16,103.75,151.26,79.64,52.14,38.86,49.19,135.23,72.43,54.05,32.76,30.67,333.36,466.46,709.1800000000001,0.6577455643732965,1.2959447757358993,0.405657546179333,1.7623083872739356,0.156407486931823,1312.5,100.96153846153847,81.24900840541937,333.36,30.67,302.69
3245,28.0,78.0,162.0,0.73,16.6,32.2,83.4,11.3,4.1,154.0,38.5,615.0,379.0,44.129999999999995,773.1,0.0570818780790559,0.08848647294564316,0.02981530335141081,0.2504065036578756,0.043799472179948624,1602.8300000000002,123.2946153846154,173.42010674905052,615.0,0.73,614.27
6606,9.96,31.8,48.2,1.25,10.02,11.05,18.62,0.95,1.94,25.13,10.57,11.99,103.05,14.1,223.29000000000002,0.06314658039703264,0.283514500556897,0.009218825723252541,2.095913086245781,0.09723435131262154,284.53,21.886923076923075,26.729320801931056,103.05,0.95,102.1
3364,10.2,159.0,278.0,0.48,29.2,57.7,103.0,1.0,3.5,258.0,56.3,452.0,543.0,15.18,1197.0,0.012681704250057055,0.047480555062643495,0.0018416206227594464,0.5707964589141671,0.053775322184575834,1951.38,150.10615384615386,173.9686076694237,543.0,0.48,542.52
6291,87.5,137.0,225.0,3.35,38.0,51.0,93.4,7.67,8.33,337.0,48.5,484.0,475.0,106.85,1029.9,0.10374793659214684,0.18829140987911616,0.016147368387058172,0.6962809902969401,0.07999999983157895,1995.75,153.51923076923077,166.26542623452042,484.0,3.35,480.65
1447,16.7,51.0,66.8,1.14,19.0,15.7,22.1,2.38,4.68,248.0,13.4,232.0,141.0,24.9,310.0,0.08032258038605619,0.12089410428560636,0.016879432504401187,1.0689655126337694,0.13475177209395905,833.9,64.14615384615385,83.37310888534203,248.0,1.14,246.86
4505,15.69,66.7,113.4,0.27,14.27,24.46,35.2,1.16,2.77,16.56,25.04,54.09,239.0,19.889999999999997,503.8,0.03947995228368409,0.042944928852514754,0.004853556465047881,0.30615640032988717,0.05970711272089074,608.6100000000001,46.81615384615385,63.28194900461337,239.0,0.27,238.73
3963,39.9,113.0,104.0,7.47,61.7,29.2,20.3,16.5,18.1,411.0,16.2,437.0,113.0,81.97,395.7,0.20715188221594166,0.22353149985865992,0.14601769782285223,0.9405034303420974,0.5460176942830293,1387.3700000000001,106.72076923076924,140.26473247517126,437.0,7.47,429.53
2087,0.78,134.0,199.0,0.55,16.3,44.9,65.9,0.43,1.53,8.94,39.4,1372.0,402.0,3.29,885.1999999999999,0.003716674193722691,0.11013444387835013,0.001069651738632707,0.006516034980673443,0.0405472635807282,2285.73,175.82538461538462,362.46123123436115,1372.0,0.43,1371.57
2994,25.7,131.0,232.0,0.54,26.4,46.7,98.1,9.8,5.29,231.0,49.2,548.0,508.0,41.33,1065.0,0.03880751170065022,0.04569450308066668,0.01929133854470209,0.42153284594610796,0.05196850383470767,1911.73,147.05615384615385,179.16241980343557,548.0,0.54,547.46
5929,14.97,38.0,89.0,0.47,8.75,17.0,65.0,5.64,1.64,292.0,23.0,1695.0,258.0,22.72,490.0,0.04636734684414827,0.12407145985383954,0.021860465031548586,0.17227138632904343,0.03391472855071811,2508.4700000000003,192.9592307692308,443.37550866508593,1695.0,0.47,1694.53
1303,13.9,60.9,137.7,0.13,10.4,24.6,65.1,0.71,1.84,436.0,31.3,856.0,362.0,16.58,681.6,0.024325117335203757,0.02971787555936155,0.0019613259614328013,0.5093457937974932,0.028729281688593147,2000.58,153.89076923076922,244.13165450260135,856.0,0.13,855.87
4819,2.62,47.7,101.8,0.42,7.65,19.01,67.0,0.36,2.55,9.77,28.27,52.6,288.0,5.949999999999999,551.78,0.01078328317303403,0.09509298307624127,0.001249999995659722,0.18574144133571405,0.0265624999077691,627.75,48.28846153846154,75.3726279479957,288.0,0.36,287.64
6019,11.27,70.48,147.56,0.66,13.04,30.36,99.82,0.8,2.14,653.04,39.98,833.72,394.48,14.870000000000001,782.6800000000001,0.018998824527266794,0.12493906323729596,0.002027986204552864,0.7832845550265262,0.03305617513421168,2297.3500000000004,176.7192307692308,264.67790028524917,833.72,0.66,833.0600000000001
1622,6.0,127.5,221.5,0.26,27.8,47.1,73.2,1.47,4.84,139.0,43.2,224.0,451.0,12.569999999999999,963.5000000000001,0.013046185767466332,0.02241445933384676,0.003259423496098839,0.6205357115154656,0.061640798089488254,1366.8700000000001,105.14384615384617,125.5069459026969,451.0,0.26,450.74
4680,31.9,130.7,265.0,1.8,21.37,51.6,158.0,1.16,7.8,256.0,74.2,1069.0,670.0,42.65999999999999,1349.5,0.03161170801659005,0.13941931395951337,0.001731343280997995,0.23947614570675754,0.031895522340454445,2738.53,210.65615384615387,304.1113416431165,1069.0,1.16,1067.84
1479,32.2,189.0,353.6,0.1,32.7,70.2,119.0,2.37,5.49,456.0,74.7,650.0,780.0,40.160000000000004,1586.5,0.02531358334364098,0.007463455543044217,0.003038461534566075,0.7015384604591716,0.04192307686932939,2765.36,212.72,253.9160381822185,780.0,0.1,779.9
1970,14.8,90.9,158.0,0.59,19.9,33.7,64.8,1.56,3.63,89.7,34.525000000000006,118.0,342.54,20.58,724.465,0.028407169389263565,0.06941800972525777,0.0045542126334027775,0.7601694850833095,0.058095404746612345,972.645,74.81884615384615,90.68800667363834,342.54,0.59,341.95000000000005
4021,33.7,94.0,121.0,3.07,35.1,27.6,38.9,6.7,8.9,223.0,21.9,237.0,194.0,52.370000000000005,497.4,0.1052874947621884,0.17369599836784347,0.034536082296205764,0.9409282660720326,0.1809278341189287,1044.87,80.37461538461538,82.40882165393784,237.0,3.07,233.93
2983,4.21,53.7,134.0,0.18,9.5,25.1,66.5,0.28,1.18,99.0,29.6,384.0,310.0,5.85,618.9,0.009452253983757871,0.053761289800138376,0.0009032258035379814,0.2578124993286133,0.03064516119146722,1117.25,85.9423076923077,119.03960040215746,384.0,0.18,383.82
2445,0.44,64.0,45.2,0.14,17.0,14.9,7.8,0.34,1.86,16.0,6.38,780.0,43.4,2.7800000000000002,181.68,0.015301629153998079,0.024897004397344488,0.007834101201979237,0.020512820486522025,0.3917050600989618,997.46,76.72769230769231,203.95364081664945,780.0,0.14,779.86
4126,6.01,48.07,91.7,0.33,11.01,19.35,41.74,0.77,1.68,64.59,20.43,159.22,200.49,8.79,421.78000000000003,0.020840248421356514,0.0767300758986198,0.0038405905339887747,0.40566511489972923,0.05491545685612521,665.39,51.183846153846154,61.44191222215331,200.49,0.33,200.16
6014,1.91,10.16,21.74,0.24,1.44,4.64,19.87,1.56,0.11,5.56,6.27,354.59,62.55,3.8199999999999994,125.23,0.030503872630329207,0.6030207856838292,0.024940047562908914,0.01568008117634428,0.023021582365762072,490.64,37.74153846153846,92.90181474141676,354.59,0.11,354.47999999999996
6065,1.23,32.59,21.02,0.07,13.88,7.8,2.8,0.59,3.22,87.84,2.61,734.19,18.82,5.11,85.63999999999999,0.05966837856529218,0.010470691552330427,0.031349626389499126,0.1196420543460929,0.7375132445529625,926.6600000000002,71.28153846153847,192.72052163475377,734.19,0.07,734.12
20,29.78,133.27,231.45,1.29,26.63,47.52,95.74,1.66,3.81,190.0,52.31,246.0,487.51,36.54,1047.8,0.03487306734598867,0.1280682977698651,0.0034050583507926843,0.7723577204375702,0.054624520410607946,1546.9699999999998,118.99769230769229,135.10728233825296,487.51,1.29,486.21999999999997
6363,89.3,75.6,105.0,1.58,26.7,25.7,37.2,4.58,7.24,112.0,21.1,48.1,193.0,102.69999999999999,457.6,0.224431817691364,0.11364024779758182,0.02373056982523021,2.3284822800731337,0.13834196819511935,747.0999999999999,57.46923076923076,53.46783223606197,193.0,1.58,191.42
2923,10.9,101.9,179.0,0.94,26.8,40.1,74.2,2.5,4.47,146.0,37.5,192.0,338.0,18.810000000000002,770.7,0.024406383775260953,0.08588289849964731,0.007396449682259025,0.7604166627061633,0.07928994059381675,1154.31,88.79307692307692,96.77012328070742,338.0,0.94,337.06
628,8.63,51.3,115.0,0.71,9.0,22.3,65.4,0.37,0.97,77.5,27.6,299.0,301.0,10.68,582.6,0.018331616858339138,0.2402985786521517,0.001229235876314831,0.25919732354783503,0.02990033212657697,978.7800000000001,75.29076923076924,101.47569231189071,301.0,0.37,300.63
23,34.54,63.75,128.2,0.43,11.35,25.6,60.05,0.29,1.06,219.0,29.86,365.0,298.97,36.32,606.43,0.059891496034346105,0.12397027772442039,0.0009699969864200521,0.5999999983561644,0.03796367515816411,1238.1,95.23846153846154,117.54862593485132,365.0,0.29,364.71
179,1.99,111.0,216.0,0.22,20.7,44.5,82.5,1.29,3.72,71.2,46.6,282.0,437.0,7.22,937.6,0.007700511937179488,0.025070675480408613,0.00295194507333651,0.25248226860821893,0.04736842094423702,1318.7200000000003,101.44000000000003,127.75413411946943,437.0,0.22,436.78
2976,23.3,85.5,163.0,0.31,16.5,34.9,81.0,0.94,2.47,104.0,36.9,280.0,369.0,27.02,770.3,0.03507724258720337,0.04855916830476937,0.0025474254673511503,0.37142857010204083,0.04471544703329147,1197.8200000000002,92.14000000000001,110.54130999488207,369.0,0.31,368.69
1748,8.5,40.2,78.3,0.3,10.8,15.8,31.2,0.69,1.64,58.0,16.5,56.0,185.0,11.13,367.0,0.03032697539420443,0.07128324155173853,0.0037297297095690283,1.0357142672193882,0.058378378062819584,502.92999999999995,38.68692307692307,48.59771399888229,185.0,0.3,184.7
2578,52.0,260.0,376.0,5.0,68.0,91.0,119.0,9.0,15.0,286.0,86.0,140.0,856.0,81.0,1788.0,0.04530201339748209,0.1565560726945442,0.010514018679306052,2.042857128265306,0.07943925224364573,2363.0,181.76923076923077,223.79322662677635,856.0,5.0,851.0
2867,191.0,196.0,207.0,22.3,109.1,52.8,70.6,47.7,44.9,888.0,43.5,336.0,388.0,305.9,957.9,0.3193443988732181,0.31861727371024895,0.12293814401304602,2.6428571349914964,0.2811855662856042,2596.9,199.76153846153846,228.25847541248743,888.0,22.3,865.7
5488,11.7,217.0,345.0,0.48,48.8,82.5,121.0,8.32,9.97,394.5,71.0,635.63,530.0,30.470000000000002,1366.5,0.022297841183828875,0.02176124541418804,0.01569811317792809,0.6206440844191683,0.0920754715243859,2475.9,190.45384615384617,208.34522071048187,635.63,0.48,635.15
3957,12.22,214.0,349.0,0.13,54.4,76.6,89.5,4.67,10.9,226.0,61.3,360.0,507.0,27.919999999999998,1297.3999999999999,0.021519962986341942,0.0053386402091496225,0.009211045346723776,0.6277777760339506,0.10729783016312065,1965.72,151.20923076923077,159.07710155100835,507.0,0.13,506.87
4458,0.61,76.4,86.0,0.18,9.6,23.76,16.43,0.16,1.03,17.26,15.85,638.58,128.6,1.98,347.04,0.0057053941744312055,0.05724245537837168,0.0012441679530002493,0.027028719930112563,0.07465007718001496,1014.46,78.03538461538461,166.37973797751775,638.58,0.16,638.4200000000001
1586,6.3,87.2,134.9,0.26,25.4,30.2,39.8,2.72,5.78,99.0,25.7,148.0,257.0,15.06,574.8000000000001,0.026200417490952647,0.02145816443416099,0.010583657546367092,0.6689189143991965,0.09883268444033974,862.26,66.3276923076923,73.50898868676863,257.0,0.26,256.74
4613,2.15,324.66,714.87,0.24,35.14,136.67,368.4,1.42,3.82,209.04,182.38,4369.77,1890.0,7.63,3616.98,0.002109494660708797,0.020714701527982483,0.000751322750925226,0.04783775804039164,0.01859259258275524,8238.560000000001,633.7353846153848,1186.2993408243287,4369.77,0.24,4369.530000000001
5,28.52,154.58,274.86,1.26,33.17,55.84,103.36,1.79,3.78,176.0,59.72,254.0,545.58,35.349999999999994,1193.94,0.029607852966139117,0.11252574778551604,0.0032809120508799586,0.6929133830987663,0.06079768308809398,1692.46,130.18923076923076,149.75699801095922,545.58,1.26,544.32
