,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
4161,22.7,259.0,676.0,0.75,35.9,122.1,459.0,0.66,4.02,276.0,159.8,540.0,1784.0
5004,22.6,79.6,157.5,1.02,12.8,29.9,101.4,0.62,4.98,182.0,44.6,711.0,429.0
2598,1.88,86.7,92.5,0.5,12.3,26.5,19.3,0.21,1.04,9.95,16.1,442.0,137.0
1969,20.5,55.4,87.8,0.25,15.4,18.7,35.8,1.43,2.81,248.0,18.9,363.0,209.0
1385,43.2,152.0,264.0,2.44,34.9,56.2,108.0,2.33,4.97,384.0,55.3,1072.0,710.0
5015,17.7,296.0,503.0,2.18,67.9,115.3,169.3,6.14,28.3,155.0,113.6,309.0,877.0
3367,28.4,61.0,115.0,0.79,13.2,22.9,60.5,0.82,2.37,168.0,25.9,330.0,263.0
80,9.7,29.6,53.0,0.34,8.9,11.1,23.3,1.31,1.84,9.0,11.3,12.6,114.0
2621,0.99,148.0,201.0,0.54,16.2,49.9,46.9,0.28,1.12,7.46,38.0,510.0,331.0
4913,16.83,213.49,445.95,0.32,32.21,88.93,221.23,2.57,4.85,514.2,107.56,3490.0,1080.0
6391,0.96,10.2,6.67,0.12,5.95,2.3,1.0,1.35,1.58,49.66,0.92,144.86,6.78
3387,1.46,469.0,938.0,0.18,78.5,193.0,357.0,2.34,8.48,118.0,201.2,634.0,1828.0
3516,2.24,105.0,221.0,1.8,18.5,44.0,146.0,1.26,3.9,103.0,55.7,1598.0,631.0
5589,16.2,93.0,154.0,0.3,20.5,32.0,55.0,1.7,3.8,306.0,31.0,597.0,340.0
2324,71.1,159.0,211.0,2.8,57.0,39.1,64.5,14.0,28.0,76.0,38.4,110.0,299.0
2556,2.32,100.0,89.5,0.7,19.5,26.7,16.2,0.25,1.67,22.6,15.4,1127.0,126.0
2721,0.44,117.8,86.9,0.4,26.9,29.4,16.4,0.45,2.69,25.0,12.7,1630.0,94.0
3948,14.2,53.2,81.2,0.64,10.9,17.2,39.2,0.91,2.6,107.0,20.9,215.0,220.0
3570,13.2,48.2,107.2,0.37,10.1,21.9,63.8,0.54,1.93,207.0,25.9,560.0,275.0
4896,3.78,35.8,26.5,0.17,14.0,8.48,4.65,0.92,2.2,65.39,4.18,605.09,32.1
93,13.0,30.1,40.0,1.08,9.1,9.92,18.3,1.18,3.04,37.1,8.6,91.4,83.3
755,29.18,87.9,178.0,0.92,16.6,36.6,90.8,0.9,2.41,488.0,41.0,749.0,405.0
230,19.7,112.0,221.0,0.4,20.3,46.5,84.2,1.19,5.46,145.0,55.1,159.0,524.0
1452,51.2,50.7,136.1,0.35,9.1,21.0,92.4,1.07,1.19,574.0,35.0,531.0,470.0
1864,21.2,170.7,265.4,0.6,42.5,60.1,78.4,8.91,9.36,205.0,52.8,174.0,543.0
5159,11.23,110.9,213.8,0.54,18.43,43.3,113.4,0.9,5.19,65.5,57.2,204.2,509.0
3558,23.8,57.3,97.4,0.41,14.45,21.0,43.2,4.0,2.93,111.0,20.85,206.0,198.0
1038,17.34,134.83,277.61,104.23,39.87,55.66,93.3,22.59,30.63,68.0,59.26,298.19,690.59
4453,6.64,82.28,151.33,0.55,20.58,32.88,68.36,1.3,3.55,100.97,33.18,221.87,326.74
5177,7.68,48.9,71.6,1.94,16.12,17.17,33.2,2.95,10.57,26.2,16.79,67.8,161.7
1599,8.2,142.8,254.3,0.37,30.8,52.4,82.0,1.42,4.74,177.0,49.1,205.0,534.0
4428,4.47,141.0,223.0,0.36,30.5,49.0,70.3,1.78,4.77,108.0,42.6,179.0,370.0
1944,19.9,93.6,173.5,0.32,18.7,35.9,64.1,1.29,2.88,193.0,36.6,205.0,384.0
3716,13.1,189.3,338.0,1.05,38.1,71.1,124.2,1.92,7.0,335.0,68.2,584.0,651.0
1860,32.9,227.0,389.4,2.05,53.3,82.8,135.6,6.1,10.94,232.0,81.2,166.0,868.0
5719,188.0,880.0,1047.0,5.0,299.0,269.0,300.0,164.0,141.0,3843.0,229.0,5536.0,2011.0
2478,1.21,30.8,9.45,0.29,5.7,4.6,0.96,0.09,0.51,7.25,1.16,873.0,8.81
5210,4.3,31.6,67.1,0.37,5.54,13.18,42.8,0.4,2.3,11.7,17.69,36.5,197.0
7180,5.44,64.0,102.0,0.16,15.0,24.0,38.0,1.1,2.84,88.0,21.0,315.0,192.0
173,79.3,215.0,341.0,2.95,62.3,80.2,104.0,48.0,21.3,227.0,65.3,254.0,563.0
2731,154.0,450.0,619.0,2.93,137.0,140.0,208.0,61.9,49.2,20000.0,125.1,14600.0,1127.0
4845,9.01,79.3,123.3,0.87,21.2,27.8,40.1,2.08,4.34,37.89,26.42,96.74,264.8
3585,57.3,639.0,1030.0,0.32,142.0,240.0,292.0,7.2,20.8,677.0,193.0,1160.0,1440.0
3372,2.65,100.0,176.0,0.06,19.9,36.0,70.9,0.73,2.88,121.0,35.6,388.0,331.0
750,20.0,57.0,119.0,0.64,11.2,22.3,59.9,0.57,1.57,212.0,26.2,354.0,307.0
6133,81.88,882.0,1633.0,0.06,161.6,315.0,925.0,65.64,64.08,4569.0,434.0,20867.0,4586.0
6659,37.0,99.6,174.0,1.57,27.2,37.5,73.5,2.44,5.31,222.0,38.0,178.0,371.0
2926,95.0,208.0,482.0,2.0,43.0,95.0,324.0,12.0,9.0,1802.0,133.0,1163.0,1840.0
3312,6.87,68.9,134.0,0.32,13.43,26.3,57.3,0.47,1.83,155.0,28.7,387.0,277.0
1545,12.4,131.3,197.9,0.39,24.7,44.7,57.8,0.73,3.46,210.0,38.5,403.0,380.0
1916,8.8,257.1,504.8,0.8,41.6,100.4,197.1,2.34,6.22,95.0,108.2,152.0,1143.0
1513,47.3,35.1,88.9,0.21,6.4,15.4,58.9,0.59,1.1,174.0,23.6,187.0,301.0
1471,8.3,24.8,60.4,0.54,5.1,10.2,46.6,0.73,1.2,90.0,16.0,100.0,220.0
6874,17.36,52.57,79.81,2.3,16.65,18.09,31.31,2.29,4.18,22.25,18.19,14.98,176.81
1189,26.88,67.22,135.31,1.21,17.09,27.42,77.62,1.95,2.95,430.04,32.26,631.36,335.22
4431,25.9,43.0,77.0,0.62,9.6,15.4,34.9,0.5,2.47,193.0,16.0,795.0,168.0
3231,9.95,118.0,238.0,0.34,19.5,46.9,113.0,0.96,2.35,285.0,47.1,913.0,531.0
982,10.3,65.5,159.0,0.93,10.8,30.0,90.8,0.34,1.04,69.3,38.8,409.0,419.0
1981,15.1,24.2,36.0,0.25,7.1,8.4,12.5,1.01,1.82,103.0,7.6,53.0,82.0
5174,6.03,32.5,57.4,0.87,7.62,12.39,33.0,0.82,3.9,14.19,14.68,57.7,151.0
4831,16.6,149.0,225.0,4.22,34.6,48.9,90.6,5.24,7.7,98.87,52.2,714.29,546.0
141,12.4,8.72,7.9,0.61,5.06,2.38,1.86,1.21,1.96,43.7,1.51,70.4,11.9
1245,12.5,176.33,417.52,0.32,24.76,59.03,128.9,1.3,2.97,231.82,67.1,488.95,1096.25
5652,6.97,75.06,163.2,0.37,10.62,32.85,85.22,0.51,1.05,61.41,43.68,510.9,469.9
1535,8.2,98.9,185.4,0.16,18.9,39.1,54.5,0.85,2.35,94.0,37.7,300.0,379.0
6564,22.4,42.3,53.3,0.88,16.1,13.7,16.7,14.4,6.09,120.0,10.9,220.0,96.1
4480,10.15,160.42,304.41,0.66,32.78,63.88,152.97,1.31,3.61,295.74,68.83,2411.04,695.97
5686,719.0,2456.0,2368.0,348.0,1089.0,649.0,715.0,1303.0,708.0,6758.0,533.0,8634.0,4949.0
5352,4.84,8.9,21.19,0.25,1.82,3.63,16.27,0.16,0.2,49.63,5.71,581.6,76.14
5545,32.0,517.0,908.0,0.76,101.5,166.0,542.0,24.9,30.3,3921.0,237.0,12504.0,3027.0
6336,1.66,37.49,66.54,0.64,9.72,14.8,22.32,1.78,1.57,92.78,13.59,758.0,116.13
6066,19.0,125.0,298.0,2.3,23.0,54.0,166.0,1.0,3.0,149.0,70.0,425.0,860.0
6881,22.34,62.79,100.51,1.42,16.8,22.45,38.66,1.8,3.02,51.13,23.63,38.56,221.83
4458,8.07,112.64,195.4,0.82,28.67,43.59,78.49,2.55,5.61,149.33,41.68,256.41,379.05
6417,5.6,42.39,84.54,0.13,8.54,17.22,40.26,1.51,1.39,158.87,20.1,781.75,205.36
1738,16.5,78.5,125.8,1.03,22.5,26.9,46.7,2.49,5.35,59.0,25.7,117.0,275.0
4581,25.06,21.12,11.32,3.09,23.72,4.31,1.74,7.04,11.56,95.51,1.47,58.91,10.69
1171,48.59,153.08,269.89,0.91,39.09,59.69,111.04,25.74,11.0,74.26,57.38,258.9,538.96
5424,271.8,772.0,564.3,217.76,340.2,174.9,242.5,356.63,224.85,391.0,123.3,6503.0,1314.0
2031,29.1,103.5,200.7,1.5,24.5,39.5,83.2,2.23,4.65,211.0,44.4,165.0,510.0
4012,16.2,78.0,148.0,0.37,15.3,33.8,93.9,1.0,3.07,302.0,33.6,759.0,434.0
4530,7.65,79.67,124.87,0.87,20.59,29.57,43.72,1.71,3.3,65.58,25.38,70.88,223.45
6432,4.31,62.75,105.27,0.41,10.38,21.92,45.81,0.0,2.06,298.63,21.06,719.62,229.68
5677,237.0,314.0,275.0,46.1,140.0,74.6,78.0,180.0,110.0,1739.0,63.7,1225.0,581.0
5364,21.0,48.5,99.8,0.26,10.0,21.7,49.5,0.53,1.67,190.0,25.8,269.0,224.0
6486,1.8,26.63,27.18,0.52,16.35,6.85,10.01,0.73,4.3,28.78,5.66,239.63,53.6
5843,6.4,147.0,234.0,0.29,33.9,55.5,85.3,5.29,6.67,168.61,49.2,312.01,377.0
2411,2.05,119.0,122.0,0.76,19.9,34.4,24.6,0.3,1.85,18.4,20.5,1418.0,165.0
2391,33.32,89.98,184.0,1.69,19.4,37.14,97.32,1.24,3.15,311.0,46.92,487.0,519.0
1658,11.6,46.5,85.0,0.26,10.3,17.5,33.3,0.82,1.55,95.0,18.3,121.0,200.0
6180,40.4,440.0,742.0,0.2,96.62,166.0,258.0,2.91,12.32,3185.0,150.0,6332.0,1326.0
3446,17.93,40.87,73.3,0.39,9.3,16.06,31.8,0.75,1.58,38.0,15.2,101.0,181.0
6194,91.47,836.0,1361.0,0.3,196.0,309.0,447.0,29.89,35.23,5071.0,273.0,9129.0,2315.0
5061,5.3,34.1,45.8,1.68,12.67,11.6,20.08,2.12,8.62,15.87,10.47,38.4,107.4
4647,15.91,245.6,345.3,0.26,56.8,84.0,87.9,9.34,15.83,98.86,68.6,147.6,599.0
5881,13.2,27.1,70.7,0.73,5.89,12.6,55.0,0.69,1.24,49.9,18.3,112.0,221.0
692,65.72,163.0,351.0,1.63,32.8,69.7,189.5,8.21,6.89,737.0,82.9,1386.0,839.0
5307,8.18,17.17,37.91,0.14,3.5,7.73,23.38,0.25,0.39,70.51,10.83,231.1,101.34
7191,1922.0,152.0,94.0,0.1,114.0,31.0,16.0,1041.0,231.0,3227.0,18.0,809.0,118.0
3814,26.66,30.2,80.1,0.64,6.6,14.0,61.7,0.42,0.57,302.0,20.3,602.0,250.0
5485,312.49,219.16,265.08,30.93,123.21,65.58,96.84,241.03,94.71,248.54,34.525000000000006,403.07,564.32
4599,7.02,13.36,11.92,0.94,6.85,3.56,2.89,1.57,1.69,138.39,1.94,68.31,15.64
4117,11.27,82.2,200.0,0.59,16.0,35.5,123.6,1.29,2.82,502.0,49.6,1204.0,531.0
1603,18.4,120.3,249.8,0.95,24.6,47.0,96.6,2.04,4.4,188.0,51.2,213.0,582.0
1042,548.99,83.27,103.26,312.85,49.93,19.91,25.44,165.07,79.27,360.63,14.88,105.04,246.67
6373,1.95,53.99,21.94,0.0,15.35,7.38,3.04,1.3,5.14,41.64,4.06,2960.56,26.04
5153,6.67,70.1,147.3,0.44,11.03,30.17,90.3,0.65,4.41,28.51,39.8,116.4,396.0
3896,1.99,98.1,169.0,0.15,22.4,40.9,67.9,1.68,4.48,89.0,33.9,245.0,299.0
5022,11.46,36.0,72.8,0.32,6.9,13.71,31.3,0.54,3.1,60.9,17.83,139.8,163.8
69,32.02,77.21,196.27,0.48,14.51,36.01,96.66,0.57,1.29,207.0,48.48,414.0,469.23
5384,3.09,18.42,54.68,0.18,2.57,9.22,38.97,0.08,0.08,44.13,13.81,660.95,159.0
1302,17.15,134.01,335.46,0.86,25.38,50.22,160.05,1.12,3.98,190.18,67.05,263.0,1164.63
5519,10.5,491.0,536.0,0.08,73.8,131.0,134.0,4.9,11.2,237.0,103.0,584.0,1004.0
6063,8.6,152.0,255.0,1.1,36.0,54.0,89.0,4.9,7.6,153.0,52.0,541.0,547.0
4061,4.06,153.1,315.0,0.2,22.0,66.5,156.1,0.48,1.96,92.0,73.1,581.0,743.0
1727,14.5,45.4,73.1,0.45,13.0,15.8,26.5,1.41,2.49,82.0,15.2,99.0,159.0
898,32.51,84.49,170.78,0.64,18.41,34.71,84.71,1.19,3.36,403.14,38.76,753.38,388.15
3906,5.69,87.0,146.0,0.43,16.2,33.7,57.5,0.69,2.52,156.0,30.8,412.0,279.0
5309,2.89,5.81,15.81,0.17,1.32,2.79,14.9,1.56,0.22,21.98,4.4,487.79,56.72
3447,9.67,46.0,81.0,0.3,15.14,18.59,33.8,1.32,2.63,47.0,16.93,101.0,173.7
3606,10.85,81.0,132.2,0.23,15.7,30.3,52.5,1.13,3.24,58.0,28.1,175.0,270.0
2961,92.0,131.0,309.0,1.0,27.0,58.0,217.0,19.0,9.0,964.0,101.0,1309.0,1511.0
4036,4.45,54.5,118.3,0.19,9.0,26.2,65.8,0.34,1.01,45.0,28.5,164.0,279.0
3371,12.0,46.4,80.1,0.14,10.3,16.7,36.0,0.77,1.62,102.0,17.2,368.0,177.0
4178,44.0,69.0,130.0,0.72,19.9,25.3,54.1,2.76,4.58,209.0,27.4,249.0,248.0
1451,25.9,176.9,337.2,0.37,33.8,67.9,105.4,1.72,4.19,269.0,66.6,495.0,678.0
4486,8.19,199.41,352.49,1.69,40.16,74.88,171.28,2.86,5.41,394.3,79.57,2597.97,785.23
3295,6.52,153.7,246.2,0.78,37.7,56.21,81.8,2.59,7.7,104.0,48.3,196.0,458.0
763,23.59,104.0,202.0,2.09,26.1,41.4,107.0,3.66,5.41,349.0,46.7,298.0,470.0
7043,61.7,250.64,359.06,0.46,67.11,85.83,100.63,29.01,16.71,158.04,73.09,187.46,621.89
2240,5.7,91.4,143.4,0.09,19.4,30.7,42.7,1.25,3.72,151.0,28.9,363.0,320.0
1325,23.39,156.53,365.79,1.36,29.88,55.91,164.28,1.73,4.7,379.17,69.84,390.55,1219.25
3547,10.59,60.7,124.7,0.25,11.2,26.2,68.4,0.55,1.55,65.0,28.09,170.0,309.0
4970,4.21,80.6,151.6,1.0,16.6,31.3,84.7,1.39,6.83,23.59,39.9,80.5,375.0
5884,12.5,13.9,41.3,0.32,3.0,7.0,40.3,0.27,0.53,52.0,11.3,115.0,149.0
3688,9.0,79.8,153.5,0.27,13.2,31.4,70.9,0.58,1.93,161.0,35.2,412.0,356.0
963,15.7,79.2,162.0,1.33,14.2,33.0,79.7,0.48,1.91,104.0,37.4,454.0,389.0
4579,19.39,66.09,128.27,0.43,14.58,26.97,55.5,1.81,2.78,143.22,28.24,278.17,266.9
6602,22.7,76.9,89.9,2.95,27.5,23.5,24.2,1.97,5.9,80.8,16.4,127.0,138.0
6946,41.82,74.78,122.88,1.67,20.45,28.47,47.33,2.5,4.48,101.66,25.55,74.07,255.23
6479,0.76,8.93,4.26,0.13,7.65,1.77,0.58,0.2,2.37,29.82,0.78,471.04,4.6
5428,21.36,143.17,210.67,1.73,96.54,49.54,66.49,10.13,12.42,328.0,48.19,580.0,517.13
1596,9.1,52.2,97.5,0.1,10.2,19.3,36.2,0.61,2.02,118.0,19.8,202.0,223.0
35,18.63,38.0,95.98,0.41,7.67,18.63,55.1,0.58,0.93,96.0,25.58,253.0,258.25
4543,8.26,74.32,133.11,0.56,15.99,29.86,53.05,1.08,3.13,60.43,28.87,86.09,260.52
3709,7.8,81.9,166.4,0.42,13.9,32.8,73.6,0.52,2.05,245.0,36.3,554.0,366.0
4171,11.77,80.0,144.0,0.57,17.6,30.3,50.9,1.42,2.72,56.0,30.1,54.0,267.0
7133,13.0,95.0,168.0,0.26,19.0,37.0,65.0,2.57,3.55,150.0,37.0,561.0,335.0
5547,31.2,170.0,363.0,0.48,25.4,64.0,203.0,2.8,4.8,997.0,90.0,3701.0,1120.0
1403,25.3,65.6,131.8,1.03,15.5,26.6,56.7,1.41,2.87,134.0,27.9,91.0,308.0
7008,22.2,185.0,278.09,0.19,48.0,71.51,73.58,5.27,10.9,116.0,59.19,208.82,585.0
1536,17.1,66.1,122.1,0.19,12.6,24.6,48.2,0.71,1.95,227.0,26.7,305.0,299.0
876,40.77,86.64,167.4,0.87,19.55,34.7,80.17,1.92,3.27,494.85,36.83,727.58,364.68
4557,11.21,5.81,5.19,0.66,3.66,1.54,1.49,1.46,1.45,50.61,0.93,23.44,7.77
5136,7.81,55.3,116.9,0.52,9.28,23.3,70.9,0.67,3.09,86.6,31.7,209.9,308.8
3909,7.36,59.9,130.0,0.21,9.7,26.3,66.5,0.45,1.37,135.0,32.0,503.0,286.0
2742,0.59,48.3,131.0,0.06,5.73,22.4,89.1,0.24,0.69,32.0,37.2,1600.0,394.0
5247,6.97,29.4,53.1,0.33,6.41,11.5,25.9,0.38,2.52,12.51,13.26,42.8,139.1
2787,3.67,73.3,128.6,0.33,17.6,26.8,47.8,1.0,2.91,89.0,26.6,894.0,246.0
285,11.6,173.0,306.0,0.37,37.8,66.8,115.0,2.0,5.9,459.0,67.0,795.0,612.0
3184,6.45,67.3,105.0,0.4,11.9,23.5,51.1,0.6,2.08,84.0,26.2,270.0,260.0
6510,5.08,6.83,6.41,0.38,3.57,1.93,1.19,0.3,0.66,26.0,1.1,256.0,8.25
3684,10.0,66.2,125.0,0.4,12.2,25.3,55.6,1.83,2.21,165.0,26.6,358.0,274.0
7120,15.0,145.0,265.0,0.35,29.0,58.0,105.0,1.37,4.54,244.0,58.0,897.0,538.0
5252,9.29,40.4,74.6,0.43,8.4,15.5,36.9,0.52,3.41,17.28,18.65,52.2,182.9
3310,8.48,62.7,124.0,0.23,11.1,25.6,56.9,0.51,1.83,173.0,26.8,383.0,276.0
4948,10.86,55.0,96.5,0.62,11.76,24.41,42.8,0.93,4.82,25.16,23.5,80.0,199.5
4793,11.8,245.0,300.0,7.3,56.4,71.1,112.5,9.5,13.7,20.16,67.6,43.53,706.0
4467,0.49,11.45,25.71,0.12,2.01,4.96,16.54,0.25,0.32,15.44,6.15,61.27,69.28
2422,0.64,41.2,34.4,0.41,11.9,10.5,5.95,0.59,0.77,17.0,5.12,1403.0,44.2
1821,28.4,97.6,167.6,1.07,22.1,35.6,62.9,2.6,4.27,106.0,36.1,71.0,401.0
3420,8.8,37.0,100.0,0.29,7.9,20.3,49.5,0.38,1.35,44.0,20.7,526.0,239.0
261,42.5,124.0,260.0,3.17,26.1,52.2,128.0,3.24,5.28,605.0,62.9,391.0,651.0
6175,114.4,174.0,287.0,4.23,58.84,65.0,135.0,22.51,16.94,2496.0,65.0,3286.0,635.0
2469,0.5,37.7,16.7,0.19,3.91,7.44,1.01,0.07,0.17,5.42,1.73,788.0,10.3
3978,21.9,53.9,93.6,0.33,9.7,19.6,52.5,0.56,2.15,151.0,26.4,396.0,244.0
4151,8.4,69.8,129.1,0.21,15.1,27.1,62.7,0.55,1.56,149.0,28.4,342.0,283.0
6348,4.79,67.81,155.11,0.46,11.33,30.61,107.69,0.48,1.07,238.07,39.38,322.49,388.06
4489,4.82,63.69,106.96,0.21,13.38,23.2,51.28,0.58,1.34,163.95,24.12,1567.75,240.05
6039,14.0,106.0,195.0,0.3,24.0,41.0,76.0,1.3,3.8,453.0,42.0,583.0,429.0
6995,28.85,138.4,202.75,0.13,30.0,47.18,60.95,2.32,5.93,111.29,44.06,213.5,417.7
6313,2.52,17.1,44.74,0.66,3.09,8.53,46.73,0.37,0.39,10.31,12.51,51.34,150.52
5246,9.6,25.0,46.4,0.31,5.72,9.9,23.5,1.33,2.36,9.43,11.0,31.0,114.0
3051,23.6,91.3,182.1,1.05,16.3,37.0,83.6,0.71,2.79,76.0,47.2,109.0,418.0
6183,38.05,499.0,885.0,0.18,105.4,198.0,325.0,3.53,14.23,4642.0,180.0,8574.0,1593.0
7100,7.74,77.0,112.0,0.25,20.0,27.0,38.0,1.39,4.05,165.0,23.0,349.0,198.0
4225,5.07,27.0,23.0,0.32,16.6,6.7,3.9,3.32,7.32,68.0,3.7,303.0,26.0
209,88.7,173.0,287.0,7.0,53.0,60.3,114.0,44.3,26.0,606.0,62.3,1771.0,593.0
1865,12.6,89.3,153.8,0.08,19.1,32.4,51.0,1.2,3.14,124.0,31.8,178.0,331.0
2747,2.43,51.2,150.0,0.09,5.88,24.0,126.0,0.1,0.59,46.0,44.1,2820.0,550.0
5086,11.56,90.7,157.0,1.14,23.1,34.2,59.0,2.58,11.4,69.0,35.6,102.0,299.0
4520,43.78,120.35,214.94,2.42,28.39,47.42,89.6,1.6,4.6,382.51,46.06,539.64,433.98
5067,5.1,20.41,36.6,0.62,5.38,7.74,20.58,0.67,2.88,12.74,9.19,55.9,105.5
7141,6.24,97.0,188.0,0.19,17.0,40.0,78.0,0.55,2.34,96.0,42.0,489.0,393.0
3052,18.6,77.3,89.8,1.44,24.9,23.1,32.2,4.8,6.5,139.0,21.4,144.0,175.0
2795,11.84,19.4,48.4,0.39,3.0,8.27,39.8,0.18,0.59,199.0,12.16,417.0,150.0
1193,49.94,97.81,227.7,1.1,19.0,43.48,130.36,9.66,4.22,184.5,55.77,277.76,586.32
2017,3.0,83.3,147.8,0.21,16.9,31.0,51.9,1.11,2.63,68.0,31.5,142.0,346.0
5483,36.15,128.12,231.69,4.26,37.78,48.85,98.25,26.29,15.83,110.88,34.525000000000006,350.84,553.94
2318,103.0,560.0,790.0,40.0,247.0,168.0,159.0,370.0,141.0,229.0,117.0,720.0,1010.0
5765,14.0,195.0,338.0,0.31,41.8,78.0,123.0,6.57,8.03,859.11,69.9,1248.49,534.0
4233,14.56,68.0,128.0,0.2,15.8,26.6,43.7,0.96,2.16,87.0,26.3,194.0,227.0
3605,20.5,201.0,290.0,1.65,55.4,64.6,90.4,8.7,13.1,121.0,52.2,158.0,507.0
129,50.6,96.7,186.0,1.19,23.6,38.2,82.7,20.0,7.15,232.0,41.3,943.0,433.0
6051,0.9,433.0,794.0,0.1,64.0,163.0,252.0,2.0,6.9,118.0,159.0,793.0,1627.0
6993,24.04,209.45,304.13,0.23,57.0,73.31,82.59,4.81,10.83,130.91,64.12,167.49,569.84
4744,14.55,161.5,238.6,0.9,42.5,55.4,71.5,7.81,11.37,42.95,50.3,101.85,484.0
1076,106.43,109.01,197.09,76.94,29.96,29.89,50.28,28.73,21.94,287.01,27.92,237.3,529.01
6213,20.07,209.0,354.0,0.11,46.56,81.0,130.0,6.36,7.96,728.0,73.0,1820.0,641.0
2428,1.54,35.9,27.5,0.53,13.9,8.73,5.07,0.32,2.18,37.8,4.24,2181.0,34.3
3282,115.0,104.0,150.0,4.6,33.6,34.1,61.0,19.3,12.7,112.0,31.5,668.0,289.0
2525,0.27,24.2,9.46,0.16,4.4,4.2,1.23,0.04,0.36,8.11,1.49,1641.0,12.3
5596,11.7,242.0,406.0,0.05,43.5,86.0,136.0,2.1,7.2,841.0,82.0,2855.0,827.0
865,102.32,220.12,364.7,6.2,68.25,79.74,168.66,10.46,15.56,2617.19,79.72,1654.85,769.74
2027,20.9,77.0,146.2,0.29,14.7,29.6,56.8,0.96,2.24,148.0,32.7,159.0,366.0
6674,43.5,102.0,170.0,0.44,24.5,37.9,63.3,3.49,5.57,326.0,35.7,305.0,337.0
6795,292.0,1214.0,869.0,15.0,822.0,280.0,115.0,335.0,410.0,2830.0,121.0,1104.0,800.0
4195,19.0,160.0,266.0,1.09,47.6,58.2,81.4,6.07,9.8,176.0,51.6,416.0,434.0
1022,87.5,155.07,306.31,141.48,43.55,66.31,115.79,60.18,45.32,210.12,72.1,358.88,809.12
1917,16.9,140.8,241.2,0.77,33.5,52.0,80.7,2.39,5.95,192.0,47.0,155.0,477.0
2379,34.92,102.0,189.0,2.62,25.64,38.89,94.99,2.93,6.09,291.0,47.82,343.0,531.0
941,5.04,149.29,204.93,1.46,47.35,48.99,66.31,6.29,10.03,75.61,38.95,684.26,338.09
243,25.0,214.0,368.0,3.11,56.5,83.4,142.0,6.18,9.94,307.0,82.1,230.0,764.0
2014,6.6,170.7,257.3,1.11,43.5,57.7,76.6,5.82,9.51,125.0,52.1,138.0,533.0
3167,3.72,140.0,244.0,0.6,32.0,58.3,90.0,1.53,3.82,81.0,51.5,185.0,441.0
3097,25.9,58.2,92.8,1.05,13.6,20.9,51.0,1.77,2.57,302.0,25.0,434.0,236.3
7061,24.63,206.41,285.12,3.56,63.34,68.08,88.82,10.49,14.29,131.11,58.6,62.56,514.17
3645,12.71,173.7,338.0,0.63,32.9,63.9,127.5,2.17,5.39,247.0,65.2,659.0,638.0
4399,8.83,23.0,13.0,2.4,19.0,4.6,2.4,1.04,3.84,32.0,2.0,552.0,13.0
6190,41.55,577.0,1006.0,0.13,114.7,225.0,364.0,3.76,13.35,3883.0,209.0,9224.0,1861.0
1595,34.3,82.5,165.8,0.73,16.3,32.3,75.0,1.28,2.44,240.0,37.6,199.0,445.0
2573,1.15,117.0,131.0,0.42,17.9,35.1,27.5,0.4,1.5,12.2,23.3,1021.0,195.0
928,33.74,69.41,145.41,0.45,15.52,29.22,75.13,0.53,2.71,357.2,33.76,653.23,340.4
4997,14.32,71.5,163.4,0.52,15.87,32.4,90.5,0.84,3.94,114.4,44.5,488.0,387.0
2029,13.3,41.8,84.1,0.09,7.5,16.3,31.5,0.43,1.43,119.0,18.3,164.0,204.0
5133,7.75,62.0,135.9,0.54,10.29,25.96,86.6,0.5,3.37,60.9,36.9,176.0,367.0
4973,7.38,111.3,233.8,0.94,16.86,46.1,133.9,0.98,5.32,34.9,60.8,126.9,589.0
828,30.03,69.0,157.0,0.56,13.2,30.2,95.4,1.15,2.0,330.0,38.4,820.0,407.0
3587,11.05,35.0,77.7,0.29,8.89,14.63,33.5,0.62,2.08,530.0,16.2,1326.0,161.0
4521,36.96,101.05,182.67,1.97,23.14,39.77,74.38,1.69,3.72,507.15,37.92,787.39,361.98
4483,8.0,118.12,206.15,0.72,24.73,44.67,96.49,0.54,3.33,343.16,46.08,2335.88,456.1
6376,1.12,21.39,13.14,0.08,12.22,4.84,2.41,1.1,3.4,61.5,1.88,458.91,15.76
4394,2.88,50.0,95.0,0.59,9.4,19.0,39.0,0.52,1.53,58.0,19.7,419.0,180.0
6606,34.5,93.5,168.0,2.41,23.9,35.9,70.1,15.2,8.09,225.0,37.0,299.0,357.0
7025,13.08,93.89,142.18,0.73,21.2,32.37,49.35,2.08,4.64,39.98,33.15,50.24,306.76
1474,15.5,64.2,91.0,1.05,20.3,21.0,27.5,3.21,5.14,107.0,17.9,101.0,180.0
6737,14.92,39.93,67.58,0.78,13.22,14.26,32.39,1.29,2.28,26.91,16.12,79.78,161.97
5106,12.7,69.1,121.5,0.68,13.64,26.4,71.6,0.7,4.9,292.0,33.4,707.0,302.0
6276,48.94,184.0,296.0,2.48,54.03,68.0,121.0,7.07,11.38,715.0,63.0,479.0,583.0
4796,10.47,179.0,206.0,2.48,70.3,52.9,51.5,12.6,18.3,20.74,39.3,46.3,340.0
5799,19.1,426.0,630.0,0.87,109.0,157.0,204.0,19.8,24.9,135.56,130.0,242.3,966.0
3858,5.26,84.0,173.0,0.26,16.7,36.5,68.9,0.31,2.15,47.0,32.8,150.0,304.0
